StockCode,avg_daily_sales,on_hand_units,on_order_units,lead_time_days,reorder_point
90014A,1.4102564102564104,29,65,6,8
90014B,1.2142857142857142,12,95,9,10
90014C,1.45,31,53,14,20
90016A,1.8125,41,39,19,34
90016B,1.2758620689655173,21,27,8,10
90016C,1.2142857142857142,20,36,12,14
90018A,1.4423076923076923,30,64,5,7
90018B,1.2580645161290323,12,73,19,23
90018C,1.4736842105263157,29,54,16,23
90019A,1.3877551020408163,23,3,9,12
90019B,1.1428571428571428,21,98,18,20
90019C,1.25,35,9,18,22
90020,1.5,30,46,15,22
90021,1.25,20,74,16,20
90022,1.2333333333333334,24,13,14,17
90023,1.4761904761904763,38,37,5,7
90024A,1.25,12,11,14,17
90024B,1.1363636363636365,19,44,14,15
90024C,1.1,16,16,8,8
90024D,1.1538461538461537,31,79,12,13
90024E,1.6,24,34,5,8
90024F,1.3333333333333333,18,65,15,20
90025A,1.0,22,74,19,19
90025B,1.0,28,40,6,6
90025C,1.0,17,66,5,5
90025D,1.0,18,28,15,15
90025E,1.0,26,17,11,11
90025F,1.0,12,19,6,6
90026A,1.2222222222222223,34,13,5,6
90026B,1.1428571428571428,22,33,19,21
90026C,1.3333333333333333,34,48,16,21
90026D,1.25,35,53,10,12
90027A,1.5,16,30,10,15
90027B,1.3,22,57,14,18
90027C,1.1666666666666667,32,41,6,7
90027D,1.5333333333333334,24,57,19,29
90028,1.2083333333333333,31,81,5,6
90029,1.9166666666666667,28,29,18,34
90030A,8.777777777777779,245,24,14,122
90030B,4.212121212121212,63,62,7,29
90030C,5.8,63,18,14,81
90031,5.777777777777778,86,71,18,104
90032,2.0869565217391304,29,91,9,18
90033,1.2222222222222223,34,7,10,12
90034,1.0,29,94,7,7
90035A,1.6,20,2,13,20
90035B,10.75,279,66,15,161
90035C,5.6,112,85,9,50
90036A,1.35,17,80,17,22
90036B,1.8,39,99,6,10
90036C,2.066666666666667,59,16,14,28
90036D,2.375,61,13,10,23
90036E,1.6071428571428572,28,8,16,25
90036F,1.6,20,61,12,19
90037A,2.1666666666666665,49,93,15,32
90037B,2.8,78,20,10,28
90037C,2.0,24,75,8,16
90037D,2.0,46,36,10,20
90038A,1.6363636363636365,27,95,12,19
90038B,1.6153846153846154,16,10,12,19
90038C,2.111111111111111,40,19,17,35
90039A,2.0,54,34,14,28
90039B,1.9090909090909092,47,52,6,11
90039C,2.090909090909091,35,46,12,25
90039D,1.8695652173913044,18,74,10,18
90040A,1.606060606060606,33,51,6,9
90040B,2.088235294117647,35,7,5,10
90040C,1.9523809523809523,48,3,10,19
90040D,1.8636363636363635,50,26,17,31
90041,1.1666666666666667,15,43,11,12
90042A,2.1,31,39,18,37
90042B,2.8333333333333335,59,46,18,51
90042C,2.36,42,93,14,33
90043,1.6666666666666667,40,43,9,15
90046,2.1666666666666665,54,47,18,39
90048,4.428571428571429,93,90,14,62
90049,4.0,92,84,12,48
90050,1.6666666666666667,36,51,15,25
90051,1.3636363636363635,14,83,17,23
90052,1.4,16,67,16,22
90053,1.0,19,10,13,13
90054,1.0,18,76,8,8
90055,1.0,29,72,11,11
90056,1.3571428571428572,23,3,12,16
90057,54.666666666666664,1038,75,17,929
90058A,44.30769230769231,1240,72,10,443
90058B,37.310344827586206,447,76,6,223
90059A,2.0434782608695654,28,47,11,22
90059B,1.8,21,25,17,30
90059C,1.7826086956521738,44,76,13,23
90059D,1.6842105263157894,43,38,9,15
90059E,1.65625,39,91,19,31
90059F,1.8461538461538463,22,57,6,11
90060B,1.5,31,18,8,12
90060C,2.3333333333333335,42,87,7,16
90060D,1.5,31,82,8,12
90060F,1.5555555555555556,37,76,14,21
90062,2.372093023255814,26,76,11,26
90063A,1.6153846153846154,43,57,14,22
90063B,1.4285714285714286,41,27,12,17
90064A,1.6666666666666667,35,65,5,8
90064B,1.75,22,9,17,29
90065A,1.7333333333333334,43,85,12,20
90065B,1.5714285714285714,39,76,9,14
90066A,2.5,25,57,16,40
90067A,2.0625,22,72,11,22
90067B,2.6666666666666665,32,96,15,40
90068,1.0,29,13,15,15
90069,2.2,57,83,5,11
90070,1.96875,57,14,6,11
90071,1.2794117647058822,12,95,5,6
90072,1.5172413793103448,44,32,9,13
90073,1.4705882352941178,22,16,18,26
90074,1.1666666666666667,28,23,18,21
90075,1.25,28,29,10,12
90076,1.7142857142857142,49,61,14,24
90077,1.0,24,12,13,13
90078,1.8,41,61,12,21
90079,1.6153846153846154,22,46,11,17
90081A,2.130434782608696,31,15,16,34
90081B,2.3333333333333335,60,65,9,21
90081C,1.3888888888888888,27,80,18,25
90082A,1.7741935483870968,44,95,19,33
90082B,2.32,48,42,7,16
90082C,1.0,24,7,13,13
90082D,2.1458333333333335,27,2,17,36
90083,3.466666666666667,93,11,9,31
90084,9.142857142857142,109,83,7,64
90085,11.961538461538462,203,15,7,83
90086,4.8,57,77,7,33
90087,6.22,105,79,18,111
90088,9.181818181818182,247,58,10,91
90089,4.0,76,48,5,20
90090,14.61111111111111,423,62,15,219
90091,1.5,39,61,8,12
90092,11.333333333333334,192,48,17,192
90093,9.5,190,50,12,114
90094,2.176470588235294,30,32,7,15
90095,2.6666666666666665,58,29,9,24
90096,2.2127659574468086,30,58,6,13
90098,3.425,75,75,19,65
90099,1.75,26,14,6,10
90100,2.727272727272727,38,81,15,40
90101,1.793103448275862,32,91,17,30
90102,4.75,118,22,11,52
90103,1.6296296296296295,17,77,14,22
90104,2.8043478260869565,28,93,7,19
90108,5.190476190476191,88,96,9,46
90111,1.1666666666666667,32,44,7,8
90112,4.421052631578948,88,61,10,44
90114,2.303370786516854,48,78,17,39
90115,2.0,42,70,14,28
90116,1.8928571428571428,30,14,7,13
90118,1.5,33,45,12,18
90119,2.4871794871794872,42,63,6,14
90120A,2.657142857142857,47,45,7,18
90120B,2.8157894736842106,45,55,12,33
90120C,2.0185185185185186,48,43,12,24
90120D,3.7222222222222223,40,74,5,18
90121B,2.7142857142857144,78,28,12,32
90122A,1.8333333333333333,38,94,14,25
90122B,1.7692307692307692,17,61,6,10
90122C,1.8620689655172413,31,88,16,29
90123A,2.0,28,51,11,22
90123B,2.0,48,53,10,20
90123C,2.25,22,87,6,13
90123D,2.0714285714285716,20,56,9,18
90124A,1.5789473684210527,30,82,11,17
90124B,1.3448275862068966,25,65,12,16
90124C,1.375,33,21,7,9
90125A,8.764705882352942,227,19,5,43
90125B,2.588235294117647,38,32,17,44
90125C,10.222222222222221,122,71,11,112
90125D,4.25,93,24,17,72
90125E,1.0588235294117647,26,45,9,9
90126A,4.0,68,72,9,36
90126B,1.0,24,97,11,11
90126C,4.2,109,56,5,21
90127A,7.0,182,86,12,84
90127B,1.0,22,4,16,16
90128A,3.1,80,54,18,55
90128B,3.0,45,60,14,42
90128C,2.8333333333333335,73,88,19,53
90128D,1.8571428571428572,46,7,9,16
90129A,2.3968253968253967,55,15,12,28
90129B,2.6545454545454548,58,47,14,37
90129C,2.276595744680851,34,60,19,43
90129D,2.09375,25,14,14,29
90129E,2.480769230769231,57,64,9,22
90129F,2.1315789473684212,49,21,16,34
90130A,1.8666666666666667,44,2,11,20
90130B,1.3333333333333333,22,53,14,18
90130C,1.0869565217391304,26,13,7,7
90130D,1.625,35,35,6,9
90131,2.0,52,81,10,20
90132,1.0,12,81,9,9
90133,1.4242424242424243,21,66,13,18
90134,1.5,21,9,14,21
90135,3.0,78,48,8,24
90135A,2.75,30,64,15,41
90136,1.3333333333333333,32,90,7,9
90137,1.8571428571428572,26,56,13,24
90138,1.411764705882353,40,26,12,16
90139,1.9166666666666667,28,74,10,19
90140,1.2857142857142858,19,4,5,6
90141A,1.1764705882352942,31,70,18,21
90141B,1.4444444444444444,39,82,14,20
90141C,1.3333333333333333,17,56,17,22
90141D,1.4,36,92,16,22
90141E,2.0,46,14,15,30
90142A,1.25,28,98,5,6
90142B,1.0,22,75,16,16
90142C,1.0,16,29,10,10
90142D,2.2,46,19,17,37
90143,2.0256410256410255,48,36,7,14
90144,1.606060606060606,44,2,7,11
90145,1.744186046511628,34,72,10,17
90146,2.1578947368421053,51,40,17,36
90147,1.6607142857142858,34,38,7,11
90148,1.588235294117647,19,25,17,27
90149,7.75,201,1,15,116
90150,1.625,19,22,14,22
90151,1.7777777777777777,49,22,10,17
90152A,1.0,29,84,9,9
90152B,1.2,15,15,8,9
90152C,1.75,21,8,12,21
90154,8.428571428571429,210,12,6,50
90155,1.5,31,27,19,28
90156,1.9230769230769231,32,26,16,30
90157,2.2083333333333335,57,50,18,39
90158,1.2833333333333334,20,63,15,19
90159,1.9,38,51,11,20
90160A,2.08,56,80,8,16
90160B,2.4482758620689653,24,37,6,14
90160C,2.1555555555555554,25,99,19,40
90160D,3.1666666666666665,41,64,11,34
90161A,1.7073170731707317,37,17,17,29
90161B,2.1,31,62,5,10
90161C,1.8172043010752688,41,50,8,14
90161D,1.9166666666666667,26,8,13,24
90162A,3.3333333333333335,83,12,18,60
90162B,3.0555555555555554,73,39,8,24
90162C,2.625,63,54,16,42
90162D,2.0714285714285716,26,78,17,35
90163A,1.5416666666666667,26,42,7,10
90163B,1.4444444444444444,36,43,14,20
90164A,1.6,40,67,14,22
90164B,1.9705882352941178,25,32,6,11
90165A,1.6153846153846154,35,23,18,29
90165B,1.5294117647058822,33,35,19,29
90166,1.3793103448275863,15,9,7,9
90167,24.96590909090909,299,99,5,124
90168,1.826086956521739,31,19,14,25
90169,1.8571428571428572,44,74,12,22
90170,2.34375,46,11,5,11
90171,2.238095238095238,40,61,7,15
90173,1.8409090909090908,29,17,18,33
90174,1.5625,34,93,7,10
90175A,1.8771929824561404,20,62,17,31
90175B,1.44,24,83,19,27
90175C,1.9473684210526316,31,24,6,11
90175D,1.45,30,11,18,26
90176A,1.4285714285714286,40,20,9,12
90176B,1.25,20,24,14,17
90176C,1.6666666666666667,31,10,7,11
90176D,1.5714285714285714,39,63,7,11
90176E,1.3333333333333333,16,72,12,16
90177A,1.3571428571428572,25,49,8,10
90177B,1.7222222222222223,25,61,8,13
90177C,1.608695652173913,43,88,7,11
90177D,1.9166666666666667,51,98,15,28
90177E,1.3333333333333333,18,95,5,6
90178A,1.2857142857142858,20,48,12,15
90178B,1.4545454545454546,16,13,19,27
90179A,1.3333333333333333,26,0,5,6
90179B,1.2222222222222223,26,80,11,13
90179C,1.3571428571428572,19,24,9,12
90180A,1.6923076923076923,25,58,8,13
90180B,1.2857142857142858,29,71,8,10
90181A,1.0,21,68,12,12
90181B,1.0416666666666667,13,4,15,15
90181C,1.0,15,98,15,15
90182A,1.125,21,18,17,19
90182B,1.0,27,22,18,18
90182C,1.4615384615384615,35,8,10,14
90183A,1.7666666666666666,30,93,18,31
90183B,1.1666666666666667,21,49,16,18
90183C,1.0,14,15,5,5
90183c,1.0,19,32,18,18
90184A,1.75,50,1,14,24
90184B,1.5681818181818181,23,13,12,18
90184C,1.6,40,0,17,27
90184c,1.0,12,89,18,18
90185A,2.2,41,57,6,13
90185B,2.2333333333333334,44,88,10,22
90185C,2.2857142857142856,45,15,13,29
90185D,2.3,59,78,5,11
90186A,2.15625,28,89,10,21
90186B,1.9655172413793103,25,46,12,23
90187A,1.1428571428571428,29,43,14,16
90187B,1.4,25,79,17,23
90188,1.2777777777777777,35,13,6,7
90189A,1.375,19,92,9,12
90189B,1.5,22,23,10,15
90190A,1.6296296296296295,19,54,9,14
90190B,3.0,30,14,7,21
90190C,1.71875,49,82,8,13
90191,1.9047619047619047,47,71,11,20
90192,1.88,37,33,8,15
90194,1.6,35,1,13,20
90195A,1.8918918918918919,35,26,15,28
90195B,2.260869565217391,27,73,16,36
90196A,1.7272727272727273,31,98,18,31
90196B,1.4615384615384615,30,86,17,24
90197B,1.3617021276595744,31,71,17,23
90197D,2.25,22,91,14,31
90198A,1.894736842105263,51,22,6,11
90198B,2.311111111111111,60,67,9,20
90199A,1.4666666666666666,26,13,12,17
90199B,1.2413793103448276,22,62,18,22
90199C,3.3,62,92,9,29
90199D,1.375,38,64,14,19
90200A,2.0113636363636362,48,67,16,32
90200B,2.231707317073171,31,62,12,26
90200C,2.5121951219512195,60,95,12,30
90200D,2.680327868852459,77,96,13,34
90200E,2.6455696202531644,29,89,14,37
90201A,2.6,57,80,10,26
90201B,2.9056603773584904,72,86,16,46
90201C,2.7045454545454546,64,63,8,21
90201D,2.462962962962963,46,31,16,39
90202A,1.4761904761904763,33,78,15,22
90202B,1.5,28,12,7,10
90202C,1.2916666666666667,29,65,19,24
90202D,2.0,36,18,16,32
90203,2.3666666666666667,54,23,18,42
90204,1.4705882352941178,17,87,9,13
90205A,1.7272727272727273,50,10,10,17
90205C,3.391304347826087,84,58,7,23
90206A,1.4545454545454546,16,85,6,8
90206C,1.5686274509803921,29,14,11,17
90208,2.564516129032258,30,9,15,38
90209A,17.3,346,40,9,155
90209B,4.691358024691358,93,26,13,60
90209C,6.540983606557377,143,59,19,124
90210A,4.4,70,72,7,30
90210B,4.25,110,51,18,76
90210C,9.076923076923077,99,27,19,172
90210D,7.1,149,64,12,85
90211A,1.4,26,16,10,14
90211B,1.3461538461538463,36,94,8,10
90212B,1.3703703703703705,27,43,16,21
90212C,2.142857142857143,53,9,16,34
90214A,2.3666666666666667,61,62,19,44
90214B,2.027027027027027,56,92,13,26
90214C,2.75,74,81,9,24
90214D,2.0408163265306123,24,46,19,38
90214E,2.4482758620689653,61,37,14,34
90214F,1.6923076923076923,25,69,10,16
90214G,2.380952380952381,50,75,18,42
90214H,1.7659574468085106,35,52,19,33
90214I,2.2962962962962963,55,77,19,43
90214J,2.1506849315068495,51,43,17,36
90214K,2.0533333333333332,51,73,13,26
90214L,2.75,52,53,11,30
90214M,2.4210526315789473,50,19,16,38
90214N,1.9024390243902438,41,78,9,17
90214O,2.1176470588235294,27,30,6,12
90214P,2.40625,38,6,8,19
90214R,1.9361702127659575,21,57,6,11
90214S,2.5555555555555554,61,9,7,17
90214T,2.590909090909091,44,9,14,36
90214U,6.5,104,38,16,104
90214V,1.5833333333333333,38,27,7,11
90214W,2.375,54,29,8,19
90214Y,6.8,115,36,10,68
90214Z,1.7222222222222223,36,66,16,27
ADJUST,36.0,792,42,7,252
ADJUST2,3.0,60,78,14,42
AMAZONFEE,1.0,26,84,18,18
B,1.0,26,51,5,5
BANK CHARGES,1.1724137931034482,15,55,5,5
C2,1.3673469387755102,23,75,13,17
D,39.2,548,67,13,509
DCGS0003,1.0,25,8,9,9
DCGS0004,1.0,13,91,13,13
DCGS0037,1.0,24,22,15,15
DCGS0041,1.0,21,62,11,11
DCGS0044,1.0,14,60,13,13
DCGS0058,1.6153846153846154,40,39,16,25
DCGS0062,1.0,23,43,11,11
DCGS0066N,2.0,38,85,13,26
DCGS0068,1.0,16,23,19,19
DCGS0069,1.0,22,50,6,6
DCGS0070,1.0,29,57,15,15
DCGS0072,1.3333333333333333,18,89,15,20
DCGS0075,1.0,12,93,12,12
DCGS0076,1.3076923076923077,31,32,11,14
DCGSSBOY,3.85,50,15,10,38
DCGSSGIRL,4.380952380952381,105,21,9,39
DOT,3.2086167800453516,73,56,8,25
M,25.543766578249336,740,61,11,280
PADS,1.0,28,81,7,7
POST,10.433852140077821,229,70,12,125
S,1.0,19,89,6,6
SP1002,5.0,70,71,5,25
TEST001,8.333333333333334,241,69,15,125
TEST002,1.0,29,29,6,6
gift_0001_10,1.1538461538461537,17,22,13,14
gift_0001_20,1.12,14,31,9,10
gift_0001_30,1.0,11,85,15,15
gift_0001_40,1.0,25,56,12,12
gift_0001_50,1.0,27,8,7,7
gift_0001_70,1.0,14,30,11,11
gift_0001_80,1.0,13,70,19,19
m,1.25,27,8,6,7
